,Date,Open,High,Low,Close,Volume
0,2019-01-01 00:00:00,3701.23000000,3713.00000000,3689.88000000,3700.31000000,686.36742000
1,2019-01-01 01:00:00,3700.20000000,3702.73000000,3684.22000000,3689.69000000,613.53911500
2,2019-01-01 02:00:00,3689.67000000,3695.95000000,3675.04000000,3690.00000000,895.30218100
3,2019-01-01 03:00:00,3690.00000000,3699.77000000,3685.78000000,3693.13000000,796.71481800
4,2019-01-01 04:00:00,3692.32000000,3720.00000000,3685.94000000,3692.71000000,1317.45290900
5,2019-01-01 05:00:00,3693.98000000,3704.44000000,3692.73000000,3699.94000000,572.40222800
6,2019-01-01 06:00:00,3699.95000000,3713.93000000,3697.00000000,3703.56000000,660.27977100
7,2019-01-01 07:00:00,3703.63000000,3726.64000000,3703.34000000,3713.83000000,823.62549100
8,2019-01-01 08:00:00,3714.19000000,3731.19000000,3707.00000000,3716.70000000,887.10136200
9,2019-01-01 09:00:00,3716.98000000,3732.00000000,3696.14000000,3699.95000000,955.87903400
10,2019-01-01 10:00:00,3699.96000000,3717.11000000,3698.00000000,3713.07000000,534.11394500
11,2019-01-01 11:00:00,3713.07000000,3722.22000000,3706.88000000,3707.54000000,600.66464200
12,2019-01-01 12:00:00,3707.56000000,3725.00000000,3698.25000000,3717.00000000,654.27771000
13,2019-01-01 13:00:00,3717.00000000,3756.94000000,3708.41000000,3715.93000000,941.78569500
14,2019-01-01 14:00:00,3715.23000000,3717.00000000,3684.21000000,3698.53000000,1127.36663200
15,2019-01-01 15:00:00,3698.28000000,3698.87000000,3666.01000000,3682.61000000,996.68853200
16,2019-01-01 16:00:00,3683.00000000,3696.23000000,3677.48000000,3693.54000000,629.18028000
17,2019-01-01 17:00:00,3693.50000000,3701.68000000,3675.01000000,3686.32000000,380.21548700
18,2019-01-01 18:00:00,3686.34000000,3686.35000000,3642.00000000,3659.41000000,1083.20709600
19,2019-01-01 19:00:00,3659.56000000,3699.99000000,3659.56000000,3696.73000000,1155.51311200
20,2019-01-01 20:00:00,3696.71000000,3726.93000000,3675.67000000,3719.00000000,2021.17094800
21,2019-01-01 21:00:00,3719.00000000,3730.01000000,3700.00000000,3708.21000000,1105.50173500
22,2019-01-01 22:00:00,3707.98000000,3717.07000000,3692.42000000,3711.20000000,624.62013600
23,2019-01-01 23:00:00,3712.85000000,3810.16000000,3706.43000000,3797.14000000,3678.71675400
24,2019-01-02 00:00:00,3796.45000000,3810.00000000,3763.75000000,3778.02000000,2094.02515900
25,2019-01-02 01:00:00,3778.62000000,3792.00000000,3765.75000000,3770.00000000,912.81111300
26,2019-01-02 02:00:00,3769.98000000,3785.10000000,3768.00000000,3783.28000000,719.30275700
27,2019-01-02 03:00:00,3783.28000000,3796.22000000,3773.79000000,3779.98000000,770.36806700
28,2019-01-02 04:00:00,3780.00000000,3788.31000000,3765.00000000,3776.41000000,748.26020900
29,2019-01-02 05:00:00,3776.16000000,3778.42000000,3768.00000000,3773.04000000,415.84951300
30,2019-01-02 06:00:00,3773.04000000,3775.00000000,3750.45000000,3758.53000000,916.98605800
31,2019-01-02 07:00:00,3758.53000000,3778.54000000,3755.40000000,3771.08000000,1338.79474000
32,2019-01-02 08:00:00,3772.64000000,3800.00000000,3770.09000000,3781.35000000,2216.57922500
33,2019-01-02 09:00:00,3780.81000000,3786.24000000,3770.00000000,3775.00000000,1483.62784700
34,2019-01-02 10:00:00,3773.84000000,3794.40000000,3770.03000000,3788.00000000,1117.13659300
35,2019-01-02 11:00:00,3788.22000000,3803.68000000,3777.82000000,3787.97000000,1395.94165500
36,2019-01-02 12:00:00,3788.81000000,3793.72000000,3778.23000000,3792.51000000,1179.76615800
37,2019-01-02 13:00:00,3793.12000000,3839.63000000,3790.82000000,3825.65000000,2589.86843100
38,2019-01-02 14:00:00,3825.19000000,3834.26000000,3796.51000000,3811.24000000,2325.65409300
39,2019-01-02 15:00:00,3812.17000000,3815.00000000,3785.75000000,3801.28000000,1359.58132700
40,2019-01-02 16:00:00,3802.61000000,3865.72000000,3795.00000000,3824.89000000,2696.18730800
41,2019-01-02 17:00:00,3824.89000000,3845.78000000,3811.01000000,3822.60000000,2166.32856100
42,2019-01-02 18:00:00,3822.62000000,3833.00000000,3807.00000000,3828.87000000,1203.59030900
43,2019-01-02 19:00:00,3827.22000000,3830.19000000,3801.14000000,3824.98000000,921.47599400
44,2019-01-02 20:00:00,3824.98000000,3854.35000000,3812.34000000,3849.00000000,1189.42760600
45,2019-01-02 21:00:00,3849.27000000,3876.00000000,3830.06000000,3856.68000000,1770.79063900
46,2019-01-02 22:00:00,3857.36000000,3876.00000000,3842.46000000,3862.12000000,1464.30349600
47,2019-01-02 23:00:00,3861.62000000,3882.14000000,3851.00000000,3858.56000000,2159.80651100
48,2019-01-03 00:00:00,3857.57000000,3862.74000000,3828.70000000,3830.78000000,1754.76159500
49,2019-01-03 01:00:00,3830.76000000,3843.24000000,3821.14000000,3835.96000000,1334.96090900
50,2019-01-03 02:00:00,3835.96000000,3844.99000000,3825.85000000,3833.47000000,651.94713600
51,2019-01-03 03:00:00,3833.69000000,3847.05000000,3832.00000000,3841.83000000,732.02160300
52,2019-01-03 04:00:00,3841.83000000,3850.00000000,3833.70000000,3834.59000000,649.62891700
53,2019-01-03 05:00:00,3834.70000000,3840.31000000,3805.00000000,3824.38000000,1094.33610800
54,2019-01-03 06:00:00,3824.38000000,3829.89000000,3813.62000000,3820.53000000,774.97895800
55,2019-01-03 07:00:00,3821.81000000,3837.52000000,3820.39000000,3828.88000000,706.28305000
56,2019-01-03 08:00:00,3828.88000000,3832.83000000,3796.00000000,3805.00000000,1539.51873700
57,2019-01-03 09:00:00,3805.85000000,3814.96000000,3783.00000000,3805.81000000,1663.63885500
58,2019-01-03 10:00:00,3806.13000000,3819.00000000,3804.07000000,3811.52000000,1319.35901700
59,2019-01-03 11:00:00,3810.61000000,3813.51000000,3787.29000000,3804.00000000,1649.23021500
60,2019-01-03 12:00:00,3803.31000000,3823.00000000,3795.33000000,3818.02000000,1243.81332000
61,2019-01-03 13:00:00,3817.17000000,3822.00000000,3809.35000000,3817.36000000,1097.35371300
62,2019-01-03 14:00:00,3816.64000000,3817.37000000,3790.04000000,3796.70000000,1187.83170400
63,2019-01-03 15:00:00,3796.79000000,3811.89000000,3785.32000000,3806.70000000,1340.26672600
64,2019-01-03 16:00:00,3807.37000000,3807.75000000,3730.00000000,3738.00000000,3271.17214000
65,2019-01-03 17:00:00,3738.71000000,3762.04000000,3732.19000000,3748.46000000,2025.99835900
66,2019-01-03 18:00:00,3748.46000000,3759.33000000,3738.00000000,3757.89000000,1021.63925000
67,2019-01-03 19:00:00,3757.58000000,3763.71000000,3740.11000000,3756.00000000,771.58463200
68,2019-01-03 20:00:00,3756.00000000,3782.25000000,3752.37000000,3780.03000000,760.41658100
69,2019-01-03 21:00:00,3779.99000000,3782.69000000,3768.23000000,3771.26000000,1333.48662500
70,2019-01-03 22:00:00,3771.27000000,3781.40000000,3757.14000000,3773.79000000,959.79271700
71,2019-01-03 23:00:00,3773.42000000,3775.53000000,3757.87000000,3766.78000000,522.92749200
72,2019-01-04 00:00:00,3767.20000000,3767.21000000,3730.00000000,3750.30000000,1249.54672800
73,2019-01-04 01:00:00,3750.53000000,3776.89000000,3749.67000000,3766.23000000,793.94147000
74,2019-01-04 02:00:00,3765.67000000,3766.48000000,3750.41000000,3758.65000000,583.32809400
75,2019-01-04 03:00:00,3759.33000000,3787.65000000,3752.41000000,3780.04000000,981.91156200
76,2019-01-04 04:00:00,3780.04000000,3793.00000000,3761.94000000,3775.33000000,1290.11175300
77,2019-01-04 05:00:00,3776.18000000,3788.53000000,3764.37000000,3779.90000000,982.01353500
78,2019-01-04 06:00:00,3779.90000000,3797.52000000,3775.92000000,3783.02000000,1406.84068500
79,2019-01-04 07:00:00,3783.34000000,3800.00000000,3779.54000000,3783.28000000,1150.95840200
80,2019-01-04 08:00:00,3783.28000000,3800.00000000,3766.75000000,3771.34000000,1487.04216600
81,2019-01-04 09:00:00,3771.35000000,3789.90000000,3757.00000000,3764.35000000,1358.10223800
82,2019-01-04 10:00:00,3764.03000000,3777.16000000,3756.48000000,3775.48000000,849.64852100
83,2019-01-04 11:00:00,3775.46000000,3777.77000000,3752.00000000,3757.55000000,926.72648800
84,2019-01-04 12:00:00,3754.05000000,3765.00000000,3739.00000000,3755.52000000,1467.23473200
85,2019-01-04 13:00:00,3755.95000000,3757.52000000,3742.08000000,3744.00000000,1476.93285000
86,2019-01-04 14:00:00,3744.62000000,3751.94000000,3703.62000000,3717.14000000,2731.97833000
