,Date,Open,High,Low,Close,Volume
0,2020-08-11 06:00:00,2.85000000,3.47000000,2.85000000,2.95150000,20032.26000000
1,2020-08-11 07:00:00,2.95150000,3.13550000,2.88000000,2.92240000,42069.37000000
2,2020-08-11 08:00:00,2.96260000,3.00000000,2.91440000,2.96000000,24280.76000000
3,2020-08-11 09:00:00,2.96000000,2.97360000,2.85000000,2.85430000,26371.23000000
4,2020-08-11 10:00:00,2.85660000,2.93290000,2.84330000,2.89760000,26685.94000000
5,2020-08-11 11:00:00,2.91670000,3.10000000,2.90150000,3.04970000,12474.53000000
6,2020-08-11 12:00:00,3.04970000,3.32900000,3.04880000,3.11110000,136779.72000000
7,2020-08-11 13:00:00,3.11100000,3.27680000,2.86250000,3.27680000,233029.25000000
8,2020-08-11 14:00:00,3.27870000,3.52080000,3.07440000,3.24990000,362238.07000000
9,2020-08-11 15:00:00,3.24990000,3.39260000,3.15000000,3.19000000,170827.90000000
10,2020-08-11 16:00:00,3.17510000,3.35950000,3.11430000,3.24750000,105510.39000000
11,2020-08-11 17:00:00,3.24750000,3.38400000,3.24750000,3.29780000,67008.38000000
12,2020-08-11 18:00:00,3.30000000,3.30470000,3.21000000,3.26760000,31896.32000000
13,2020-08-11 19:00:00,3.26760000,3.27540000,3.15500000,3.18860000,49635.13000000
14,2020-08-11 20:00:00,3.19380000,3.20300000,2.95000000,3.07740000,121302.78000000
15,2020-08-11 21:00:00,3.07750000,3.24950000,3.07000000,3.21840000,44151.99000000
16,2020-08-11 22:00:00,3.21280000,3.25000000,3.08000000,3.20610000,34992.96000000
17,2020-08-11 23:00:00,3.20370000,3.31910000,3.20000000,3.29850000,43097.80000000
18,2020-08-12 00:00:00,3.29850000,3.29850000,3.09000000,3.11270000,64788.66000000
19,2020-08-12 01:00:00,3.10640000,3.32000000,3.08000000,3.23200000,69220.85000000
20,2020-08-12 02:00:00,3.23110000,3.25750000,3.13170000,3.13170000,36985.70000000
21,2020-08-12 03:00:00,3.13170000,3.30000000,3.11290000,3.28020000,55281.42000000
22,2020-08-12 04:00:00,3.28020000,3.29530000,3.15000000,3.26110000,40644.95000000
23,2020-08-12 05:00:00,3.24780000,3.24780000,3.17690000,3.22960000,17503.99000000
24,2020-08-12 06:00:00,3.21920000,3.26410000,3.13230000,3.25380000,69963.60000000
25,2020-08-12 07:00:00,3.25380000,3.36610000,3.21210000,3.36610000,60332.39000000
26,2020-08-12 08:00:00,3.35770000,3.52000000,3.35000000,3.45030000,244976.89000000
27,2020-08-12 09:00:00,3.45030000,3.70000000,3.40010000,3.66690000,173413.69000000
28,2020-08-12 10:00:00,3.66800000,3.91760000,3.50150000,3.90490000,227903.53000000
29,2020-08-12 11:00:00,3.90490000,3.92890000,3.64910000,3.68420000,148902.61000000
30,2020-08-12 12:00:00,3.67330000,3.77560000,3.65300000,3.67550000,73631.80000000
31,2020-08-12 13:00:00,3.67600000,3.85540000,3.64340000,3.74500000,78069.33000000
32,2020-08-12 14:00:00,3.75730000,3.90000000,3.74600000,3.81000000,73978.36000000
33,2020-08-12 15:00:00,3.82720000,3.85000000,3.70000000,3.76780000,41862.48000000
34,2020-08-12 16:00:00,3.77040000,3.78890000,3.65000000,3.75690000,70134.33000000
35,2020-08-12 17:00:00,3.74530000,3.76780000,3.65050000,3.74460000,43982.51000000
36,2020-08-12 18:00:00,3.71950000,3.84230000,3.67620000,3.70180000,29376.77000000
37,2020-08-12 19:00:00,3.70980000,3.74410000,3.60000000,3.67880000,30017.89000000
38,2020-08-12 20:00:00,3.67880000,3.79400000,3.66520000,3.71420000,18641.09000000
39,2020-08-12 21:00:00,3.71420000,3.74000000,3.70000000,3.72070000,22553.22000000
40,2020-08-12 22:00:00,3.72080000,3.82250000,3.67290000,3.69300000,26479.52000000
41,2020-08-12 23:00:00,3.67320000,3.75590000,3.67320000,3.75580000,18397.37000000
42,2020-08-13 00:00:00,3.75000000,3.85120000,3.74280000,3.77030000,48211.24000000
43,2020-08-13 01:00:00,3.77030000,3.80000000,3.68860000,3.76010000,39505.23000000
44,2020-08-13 02:00:00,3.77290000,3.77710000,3.55370000,3.64570000,36648.70000000
45,2020-08-13 03:00:00,3.64490000,3.81280000,3.62280000,3.75930000,61837.96000000
46,2020-08-13 04:00:00,3.74040000,3.93640000,3.64360000,3.68220000,122541.59000000
47,2020-08-13 05:00:00,3.68650000,3.85000000,3.62430000,3.74580000,49349.19000000
48,2020-08-13 06:00:00,3.75470000,3.89970000,3.72490000,3.89970000,34680.50000000
49,2020-08-13 07:00:00,3.89140000,4.13870000,3.87800000,4.07850000,128456.23000000
50,2020-08-13 08:00:00,4.09460000,4.12220000,3.65000000,3.73300000,251307.47000000
51,2020-08-13 09:00:00,3.73000000,3.95000000,3.50030000,3.83870000,155172.89000000
52,2020-08-13 10:00:00,3.84170000,3.95000000,3.79800000,3.87490000,50459.32000000
53,2020-08-13 11:00:00,3.87510000,3.99990000,3.75900000,3.87000000,91154.29000000
54,2020-08-13 12:00:00,3.87000000,3.92420000,3.81030000,3.89700000,89047.44000000
55,2020-08-13 13:00:00,3.89790000,3.97640000,3.87050000,3.94530000,51652.58000000
56,2020-08-13 14:00:00,3.97340000,4.05550000,3.88880000,3.94160000,68663.22000000
57,2020-08-13 15:00:00,3.92920000,3.96000000,3.80000000,3.80650000,47636.30000000
58,2020-08-13 16:00:00,3.80650000,3.91230000,3.76980000,3.90190000,58736.84000000
59,2020-08-13 17:00:00,3.90160000,3.96450000,3.79090000,3.81180000,45608.65000000
60,2020-08-13 18:00:00,3.82250000,3.86990000,3.79000000,3.83000000,23440.51000000
61,2020-08-13 19:00:00,3.82010000,3.86180000,3.80950000,3.85660000,16313.38000000
62,2020-08-13 20:00:00,3.85490000,3.87000000,3.70000000,3.70000000,66540.69000000
63,2020-08-13 21:00:00,3.72510000,3.74700000,3.60680000,3.63560000,61287.25000000
64,2020-08-13 22:00:00,3.62290000,3.76960000,3.53850000,3.75030000,56783.77000000
65,2020-08-13 23:00:00,3.76860000,3.81180000,3.70020000,3.73000000,30724.00000000
66,2020-08-14 00:00:00,3.72070000,3.76760000,3.63250000,3.63830000,40138.58000000
67,2020-08-14 01:00:00,3.63830000,3.67400000,3.60680000,3.63480000,43508.23000000
68,2020-08-14 02:00:00,3.63480000,3.65110000,3.57170000,3.61180000,56677.57000000
69,2020-08-14 03:00:00,3.59730000,3.64790000,3.58000000,3.62500000,44745.13000000
70,2020-08-14 04:00:00,3.62510000,3.66440000,3.59000000,3.66440000,50311.86000000
71,2020-08-14 05:00:00,3.65020000,3.75170000,3.65010000,3.67590000,34694.52000000
72,2020-08-14 06:00:00,3.67580000,3.69240000,3.64250000,3.66160000,31351.47000000
73,2020-08-14 07:00:00,3.66170000,3.68960000,3.50000000,3.55000000,105414.82000000
74,2020-08-14 08:00:00,3.53270000,3.56130000,3.46280000,3.52500000,125063.01000000
75,2020-08-14 09:00:00,3.52490000,3.52790000,3.42670000,3.51110000,84157.01000000
76,2020-08-14 10:00:00,3.51110000,3.70000000,3.51110000,3.69300000,89229.01000000
77,2020-08-14 11:00:00,3.69990000,3.75980000,3.64000000,3.71730000,79718.45000000
78,2020-08-14 12:00:00,3.70360000,3.71330000,3.55990000,3.56000000,60119.97000000
